ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Zip Codes
262922719,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,43,0,25-44,M,BLACK,1020172,242282,40.831613,-73.870191,POINT (-73.870191 40.831613),58,5,31,26,11610
262917068,02/02/2023,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,B,42,0,18-24,M,BLACK,1009405,239269,40.82337785,-73.90911148,POINT (-73.90911148 40.82337785),34,5,43,25,10929
262932079,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,88,2,18-24,M,BLACK,991963,188787,40.684852,-73.972186,POINT (-73.972186 40.684852),68,2,48,55,13829
262925879,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,88,0,25-44,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614),68,2,48,51,17212
262856732,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,5,0,18-24,M,BLACK,985787,200490,40.71697529,-73.99445547,POINT (-73.99445547 40.71697529),70,4,32,2,11723
262919157,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,24,0,45-64,M,BLACK,993574,228738,40.794507,-73.966322,POINT (-73.966322 40.794507),20,4,23,15,12422
262902100,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,32,0,18-24,M,BLACK,999439,236537,40.815904,-73.945123,POINT (-73.945123 40.815904),18,4,36,20,12427
262939161,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,BLACK,1024045,243057,40.833723,-73.856192,POINT (-73.856192 40.833723),58,5,31,26,11271
262929272,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,20,0,45-64,M,BLACK,989775,224237,40.782156,-73.980048,POINT (-73.980048 40.782156),20,4,19,12,12421
262909189,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,60,0,25-44,M,WHITE,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
262906307,02/02/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,K,67,0,25-44,M,BLACK,1003568,176728,40.65173309,-73.93038095,POINT (-73.93038095 40.65173309),61,2,26,40,16866
262932095,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,M,20,0,25-44,M,BLACK,989192,220317,40.7713942,-73.9821578,POINT (-73.9821578 40.7713942),20,4,19,12,12420
262887951,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,67,0,45-64,M,BLACK,1006371,179504,40.659349,-73.920269,POINT (-73.920269 40.659349),61,2,17,40,17614
262898609,02/02/2023,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,M,1,0,25-44,M,BLACK,982806,201821,40.72062858,-74.00520932,POINT (-74.00520932 40.72062858),56,4,32,1,12076
262932076,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,88,2,25-44,M,BLACK,991963,188787,40.684852,-73.972186,POINT (-73.972186 40.684852),68,2,48,55,13829
262925894,02/02/2023,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,7,0,18-24,M,BLACK,988848,200323,40.716517,-73.983411,POINT (-73.983411 40.716517),70,4,32,4,11723
262929250,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,62,0,25-44,M,WHITE,989656,158639,40.602102,-73.980531,POINT (-73.980531 40.602102),1,2,45,37,18183
262919147,02/02/2023,514,"CONTROLLED SUBSTANCE,SALE 2",117,DANGEROUS DRUGS,PL 2204101,F,K,71,0,45-64,M,BLACK,1002180,182672,40.668052,-73.935366,POINT (-73.935366 40.668052),17,2,48,44,17615
262904539,02/02/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1201001,F,M,10,0,45-64,M,BLACK,984685,209908,40.742827,-73.998428,POINT (-73.998428 40.742827),12,4,10,6,12074
262856740,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,120,0,25-44,M,WHITE,964133,163010,40.61407832,-74.07245762,POINT (-74.07245762 40.61407832),4,1,13,74,10692
262969604,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,73,0,25-44,M,BLACK,1007919,179199,40.65850488,-73.91469197,POINT (-73.91469197 40.65850488),55,2,25,46,17614
262906330,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,100,0,45-64,M,BLACK,1032313,150866,40.580639,-73.826972,POINT (-73.826972 40.580639),51,3,41,58,20532
262932075,02/02/2023,904,"INTOXICATED DRIVING,ALCOHOL",119,INTOXICATED/IMPAIRED DRIVING,VTL11920E2,F,K,90,0,45-64,M,BLACK,998743,199489,40.71421605,-73.94772053,POINT (-73.94772053 40.71421605),36,2,30,57,17613
262929238,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,67,0,25-44,M,BLACK,999972,171592,40.63764300172248,-73.94335234212146,POINT (-73.94335234212146 40.63764300172248),61,2,26,40,17217
262937903,02/02/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1702500,F,K,73,0,25-44,M,BLACK,1009465,185664,40.67624559725548,-73.90909568626107,POINT (-73.90909568626107 40.67624559725548),55,2,37,46,13516
262922750,02/02/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,25-44,M,BLACK,1021568,185710,40.6763291089188,-73.86546213948563,POINT (-73.86546213948563 40.6763291089188),45,2,37,47,17215
262906316,02/02/2023,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,M,23,0,25-44,M,BLACK,998798,227328,40.790627,-73.947458,POINT (-73.947458 40.790627),7,4,35,14,12426
262937892,02/02/2023,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553004,F,K,60,0,25-44,M,WHITE,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
262917074,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,67,0,18-24,M,BLACK,1007929,178364,40.656212971230346,-73.91465886074859,POINT (-73.91465886074859 40.656212971230346),61,2,25,40,17614
262929300,02/02/2023,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,106,0,18-24,M,BLACK,1036465,185358,40.67528761,-73.81175874,POINT (-73.81175874 40.67528761),62,3,46,64,24016
262904528,02/02/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,73,2,45-64,M,BLACK,1010001,183707,40.670873,-73.907168,POINT (-73.907168 40.670873),55,2,37,46,17614
262911971,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,107,0,25-44,M,BLACK,1036628,204948,40.729059,-73.811018,POINT (-73.811018 40.729059),25,3,24,65,14507
262937406,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,25-44,M,BLACK,1023166,260205,40.880792,-73.859268,POINT (-73.859268 40.880792),29,5,2,30,11605
262909201,02/02/2023,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,F,Q,114,0,25-44,M,WHITE,1007464,215323,40.757661,-73.916205,POINT (-73.916205 40.757661),39,3,33,72,16860
262937437,02/02/2023,532,"CONTROLLED SUBSTANCE,POSSESS.",117,DANGEROUS DRUGS,PL 2206000,F,Q,114,0,18-24,M,BLACK,1001955,216397,40.760618,-73.936089,POINT (-73.936089 40.760618),39,3,33,72,16863
262906286,02/02/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,44,0,45-64,M,BLACK,1008045,244746,40.838415,-73.914003,POINT (-73.914003 40.838415),50,5,42,27,10934
262882324,02/02/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,43,0,25-44,M,BLACK,1017346,241610,40.829779,-73.880406,POINT (-73.880406 40.829779),58,5,43,26,11610
262889790,02/02/2023,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,B,43,0,18-24,M,BLACK,1022365,242755,40.83289949,-73.86226545,POINT (-73.86226545 40.83289949),58,5,31,26,11610
262937911,02/02/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1702500,F,M,34,0,25-44,M,BLACK,1006670,254235,40.86446248,-73.91894337,POINT (-73.91894337 40.86446248),47,4,39,22,13092
262937411,02/02/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,52,0,25-44,M,BLACK,1012304,254125,40.86414446,-73.89857484,POINT (-73.89857484 40.86414446),24,5,29,34,11606
262925877,02/02/2023,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,B,44,0,18-24,M,BLACK,1009255,244278,40.83712653,-73.90963478,POINT (-73.90963478 40.83712653),50,5,42,27,10934
262919130,02/02/2023,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER STATE LAWS,LOC00000V0,V,B,40,0,25-44,M,BLACK,1009693,236593,40.81603216,-73.90808104,POINT (-73.90808104 40.81603216),49,5,35,23,10933
262922763,02/02/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,115,0,18-24,M,BLACK,1024416,215172,40.75718265,-73.85501882,POINT (-73.85501882 40.75718265),65,3,21,73,14510
262922746,02/02/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,88,2,45-64,M,BLACK,990846,192563,40.695217,-73.976211,POINT (-73.976211 40.695217),68,2,48,55,17212
262917082,02/02/2023,164,SODOMY 3,116,SEX CRIMES,PL 1304003,F,M,23,0,18-24,M,BLACK,998751,226901,40.7894632995555,-73.9476340039424,POINT (-73.9476340039424 40.7894632995555),7,4,35,14,12426
262929258,02/02/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,13,0,45-64,M,BLACK,988971,207813,40.737074,-73.982962,POINT (-73.982962 40.737074),71,4,50,7,12073
262882337,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,79,0,25-44,M,BLACK,996463,187969,40.68259978,-73.95596589,POINT (-73.95596589 40.68259978),69,2,49,51,17618
262939184,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,121,0,25-44,M,BLACK,941012,167350,40.62590804,-74.15576274,POINT (-74.15576274 40.62590804),4,1,13,75,10371
262909204,02/02/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,114,0,18-24,M,BLACK,1008156,218174,40.765481285308475,-73.91369937904543,POINT (-73.91369937904543 40.765481285308475),39,3,4,72,16860
262925889,02/02/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,75,1,45-64,M,BLACK,1019779,185370,40.675403247516435,-73.87191357758088,POINT (-73.87191357758088 40.675403247516435),45,2,25,47,17215
262984267,02/03/2023,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,73,0,25-44,M,BLACK,1009318,178259,40.655923,-73.90965,POINT (-73.90965 40.655923),55,2,25,46,17614
262998719,02/03/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,113,0,25-44,M,BLACK,1047419,188659,40.684279,-73.772235,POINT (-73.772235 40.684279),41,3,6,71,24669
262955269,02/03/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,66,0,45-64,M,BLACK,985655,173413,40.642657,-73.994935,POINT (-73.994935 40.642657),2,2,7,39,17621
263009261,02/03/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,M,32,2,25-44,M,BLACK,1002030,242119,40.831221,-73.935749,POINT (-73.935749 40.831221),18,4,36,20,13097
262958987,02/03/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,K,75,0,<18,M,BLACK,1017119,183909,40.671404,-73.881509,POINT (-73.881509 40.671404),45,2,25,47,17215
262969588,02/03/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,B,47,0,25-44,M,BLACK,1020856,259575,40.879072,-73.867623,POINT (-73.867623 40.879072),29,5,2,30,11605
262999392,02/03/2023,462,UNAUTHORIZED USE VEHICLE 3,353,UNAUTHORIZED USE OF A VEHICLE,PL 1650501,M,B,46,0,18-24,M,BLACK,1009358,247702,40.846527,-73.909249,POINT (-73.909249 40.846527),6,5,29,29,10931
262976326,02/03/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,Q,106,0,18-24,M,BLACK,1028604,187929,40.682389,-73.840079,POINT (-73.840079 40.682389),62,3,41,64,24013
262973928,02/03/2023,419,"LARCENY,GRAND FROM PERSON,UNCL",109,GRAND LARCENY,PL 1553005,F,M,18,0,25-44,M,BLACK,988210,218129,40.76539,-73.985702,POINT (-73.985702 40.76539),12,4,10,10,12081
262995082,02/03/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,66,0,<18,M,WHITE,985431,173758,40.643602,-73.995742,POINT (-73.995742 40.643602),2,2,7,39,17621
262999429,02/03/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,45-64,M,BLACK,1001444,213799,40.75348863582917,-73.93794086762377,POINT (-73.93794086762377 40.75348863582917),39,3,33,72,16858
262980666,02/03/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,M,WHITE,1001856,215751,40.758846,-73.936446,POINT (-73.936446 40.758846),39,3,33,72,16863
262971878,02/03/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1010287,186518,40.67858725,-73.90612894,POINT (-73.90612894 40.67858725),55,2,37,46,13516
262984280,02/03/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,Q,105,0,45-64,M,BLACK,1054510,197367,40.708127,-73.746577,POINT (-73.746577 40.708127),63,3,6,63,24338
262976308,02/03/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,50,0,25-44,M,BLACK,1010983,261033,40.883111,-73.90332,POINT (-73.90332 40.883111),48,5,40,33,11272
262980669,02/03/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,Q,101,0,45-64,M,WHITE,1053648,158969,40.60274,-73.750081,POINT (-73.750081 40.60274),51,3,47,59,20529
262973923,02/03/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,88,0,45-64,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614),68,2,48,51,17212
263006617,02/03/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,75,0,25-44,M,BLACK,1017934,179647,40.65970211467179,-73.87859361644918,POINT (-73.87859361644918 40.65970211467179),45,2,25,47,17214
262988866,02/03/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,122,15,18-24,M,WHITE,942350,140522,40.552278,-74.150775,POINT (-74.150775 40.552278),15,1,9,76,10695
262995080,02/03/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,K,71,0,25-44,M,BLACK,998726,182937,40.66878467,-73.94781743,POINT (-73.94781743 40.66878467),17,2,48,44,17615
262976315,02/03/2023,494,"STOLEN PROPERTY 2,1,POSSESSION",111,POSSESSION OF STOLEN PROPERTY,PL 1655000,F,B,44,2,18-24,M,BLACK,1003946,241396,40.82922971,-73.92882935,POINT (-73.92882935 40.82922971),50,5,35,27,10930
262984286,02/03/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,103,0,25-44,M,BLACK,1037244,194747,40.70105357,-73.8088765,POINT (-73.8088765 40.70105357),41,3,24,61,24670
262964634,02/03/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,K,60,0,25-44,M,BLACK,990796,149587,40.577258,-73.976436,POINT (-73.976436 40.577258),21,2,15,35,18184
262999607,02/03/2023,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,77,0,25-44,M,WHITE,1001856,183550,40.670463,-73.936529,POINT (-73.936529 40.670463),16,2,48,49,17615
262976314,02/03/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,46,0,25-44,M,WHITE,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578),6,5,22,29,10935
262988837,02/03/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,25-44,M,BLACK,988474,190817,40.690427,-73.984768,POINT (-73.984768 40.690427),68,2,38,54,16865
262988852,02/03/2023,203,"TRESPASS 3, CRIMINAL",352,CRIMINAL TRESPASS,PL 140100A,M,Q,101,0,18-24,M,BLACK,1053494,161531,40.609773,-73.750609,POINT (-73.750609 40.609773),51,3,47,59,20529
262971880,02/03/2023,205,"TRESPASS 2, CRIMINAL",352,CRIMINAL TRESPASS,PL 1401502,M,K,61,0,25-44,M,BLACK,1002138,157053,40.597733,-73.935586,POINT (-73.935586 40.597733),32,2,8,36,13512
262980658,02/03/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,BLACK,990058,213666,40.75314,-73.979035,POINT (-73.979035 40.75314),11,4,51,8,12079
262986055,02/03/2023,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,K,69,0,25-44,M,BLACK,1009684,173323,40.642372,-73.908352,POINT (-73.908352 40.642372),5,2,8,42,13827
263000665,02/03/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,B,49,0,25-44,M,BLACK,1020797,254600,40.865419,-73.867865,POINT (-73.867865 40.865419),59,5,22,32,11605
262973925,02/03/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,K,73,0,18-24,M,BLACK,1008878,184163,40.67213,-73.911217,POINT (-73.911217 40.67213),55,2,17,46,17614
262980657,02/03/2023,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,BLACK,990058,213666,40.75314,-73.979035,POINT (-73.979035 40.75314),11,4,51,8,12079
262984274,02/03/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,M,23,0,25-44,M,BLACK,998828,226859,40.789341,-73.947351,POINT (-73.947351 40.789341),7,4,35,14,12426
262940620,02/03/2023,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",340,FRAUDS,PL 1781000,M,M,34,0,18-24,M,BLACK,1004922,255061,40.866735,-73.925259,POINT (-73.925259 40.866735),47,4,39,22,13092
262971876,02/03/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,K,73,0,18-24,M,BLACK,1008878,184163,40.67213,-73.911217,POINT (-73.911217 40.67213),55,2,17,46,17614
262973926,02/03/2023,49,U.S. CODE UNCLASSIFIED,995,FOR OTHER AUTHORITIES,FOA9000049,,K,84,0,18-24,M,BLACK,987041,193534,40.697883,-73.989934,POINT (-73.989934 40.697883),68,2,38,54,16865
262980650,02/03/2023,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,81,0,<18,M,BLACK,1005985,188594,40.684299,-73.921631,POINT (-73.921631 40.684299),69,2,17,52,13516
262962522,02/03/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,B,46,0,18-24,M,BLACK,1011750,250274,40.853578,-73.900591,POINT (-73.900591 40.853578),6,5,22,29,10935
263006204,02/03/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,M,23,0,25-44,M,BLACK,999125,227918,40.79224579,-73.94627969,POINT (-73.94627969 40.79224579),7,4,35,14,12426
262962518,02/03/2023,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,B,40,0,18-24,M,BLACK,1005040,234533,40.810391,-73.924895,POINT (-73.924895 40.810391),49,5,35,23,10932
262939183,02/03/2023,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,111,0,25-44,M,WHITE,1051198,212077,40.748527,-73.758376,POINT (-73.758376 40.748527),26,3,16,69,14506
262977999,02/03/2023,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,M,28,0,25-44,M,BLACK,999342,233575,40.80777234,-73.94548329,POINT (-73.94548329 40.80777234),18,4,36,18,12424
262999160,02/03/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,50,0,25-44,M,BLACK,1012160,256976,40.87197003828659,-73.89908358388202,POINT (-73.89908358388202 40.87197003828659),48,5,29,33,11606
262999167,02/03/2023,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200508,F,K,84,0,25-44,M,BLACK,989570,189565,40.686988,-73.980814,POINT (-73.980814 40.686988),68,2,38,54,17619
262999608,02/03/2023,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1702500,F,K,75,0,25-44,M,BLACK,1020976,184646,40.67341114,-73.86760219,POINT (-73.86760219 40.67341114),45,2,25,47,17215
262971868,02/03/2023,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,B,52,0,45-64,M,BLACK,1017273,255924,40.869067,-73.8806,POINT (-73.8806 40.869067),24,5,40,34,10936
262988840,02/03/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,K,68,0,25-44,M,BLACK,978573,165286,40.620348,-74.020449,POINT (-74.020449 40.620348),10,2,44,41,13511
262999163,02/03/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601001,F,B,44,0,18-24,M,BLACK,1006537,244511,40.837774,-73.919455,POINT (-73.919455 40.837774),50,5,42,27,10930
262973916,02/03/2023,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,52,0,18-24,M,BLACK,1017273,255924,40.869067,-73.8806,POINT (-73.8806 40.869067),24,5,40,34,10936
262973924,02/03/2023,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,K,88,0,45-64,M,BLACK,995301,190523,40.689614,-73.960148,POINT (-73.960148 40.689614),68,2,48,51,17212
262988842,02/03/2023,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1700500,M,K,67,0,18-24,M,BLACK,997272,171876,40.6384269,-73.95308011,POINT (-73.95308011 40.6384269),60,2,26,43,17217
262973919,02/03/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,73,0,25-44,M,WHITE,1008227,183789,40.671104,-73.913562,POINT (-73.913562 40.671104),55,2,17,46,17614
262998714,02/03/2023,724,"FORGERY-ILLEGAL POSSESSION,VEH",126,MISCELLANEOUS PENAL LAW,PL 1706503,F,M,33,0,25-44,M,BLACK,1002054,246849,40.844200636838984,-73.93565153699716,POINT (-73.93565153699716 40.844200636838984),47,4,39,21,13091
263000669,02/03/2023,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601502,F,K,69,0,<18,M,BLACK,1010576,175628,40.648698,-73.905128,POINT (-73.905128 40.648698),5,2,25,42,13827
262995106,02/03/2023,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,S,121,0,25-44,M,BLACK,942827,166373,40.623238,-74.149217,POINT (-74.149217 40.623238),4,1,13,75,10700
262996886,02/03/2023,792,CRIMINAL POSSESSION WEAPON,118,DANGEROUS WEAPONS,PL 265031B,F,M,23,2,25-44,M,BLACK,1000086,229653,40.797008,-73.942802,POINT (-73.942802 40.797008),7,4,35,14,12426
262999606,02/03/2023,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0512000,M,K,69,0,25-44,M,BLACK,1009165,174606,40.645895,-73.910216,POINT (-73.910216 40.645895),5,2,25,42,13827
262977992,02/03/2023,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,81,0,<18,M,BLACK,1005985,188594,40.684299,-73.921631,POINT (-73.921631 40.684299),69,2,17,52,13516
262998706,02/03/2023,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,60,0,25-44,M,BLACK,984241,149582,40.57724401222754,-74.000032398413,POINT (-74.000032398413 40.57724401222754),21,2,45,35,18184
262962528,02/03/2023,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,M,14,1,25-44,M,BLACK,987639,212445,40.74978831,-73.98776859,POINT (-73.98776859 40.74978831),11,4,51,8,11722
